Source	CompanyID	Cup Org ID	Name	Address Line 1	City	State	Zip Code	Zip Code 5 Numeric	CompanyType	WebSite	MemberType	#ASAEMembers	Industry	Budget	EIN	#Staff
"IndividualMember, Not OrgMember"	52600	49695	American Marketing Association 	130 E. Randolph Street	CHICAGO	IL	60601	60601	Professional Association	www.ama.org	Non Member - Company Prospect	3	MAR  - Marketing	F - $10 million but less than $25 million	362130315	75
"IndividualMember, Not OrgMember"	100082202	#N/A	"Better Business Bureau of Middle Tennessee, Inc"	"201 Fourth Avenue North, Ste. 100"	Nashville	TN	37219	37219	Trade Association		Non Member - Company Prospect	1		U - Unknown		0
"IndividualMember, Not OrgMember"	6167000	20877	American Institute of Biological Sciences	1800 Alexander Bell Drive Suite 400	Reston	VA	20191	20191	Combined Trade & Professional Association	www.aibs.org	Non Member - Company Prospect	1	BIO  - Biology	E - $5 million but less than $10 million	530220853	25
"IndividualMember, Not OrgMember"	11151500	54605	Theta Tau 	1011 San Jacinto Blvd #205	Austin	TX	78701-2431	78701	Professional Association	www.thetatau.org	Non Member - Company Prospect	1	CLU  - Clubs/Fraternal Organizations	B - $100 thousand but less than $500 thousand	430765719	3
"IndividualMember, Not OrgMember"	6429900	60801	Medical Society of Delaware	900 Prides Crossing	Newark	DE	19713	19713	Professional Association	www.medsocdel.org	Non Member - Company Prospect	1	MED  - Medical/Medical Specialty	D - $1 million but less than $5 million	510061011	21
"IndividualMember, Not OrgMember"	100014404	20707	American Soybean Association	12125 Woodcrest Executive Dr #100	Saint Louis	MO	63141-5009	63141	Trade Association	www.soygrowers.com	Non Member - Company Prospect	2	AGR  - Agriculture	G - $25 million but less than $50 million	420688064	34
"IndividualMember, Not OrgMember"	475300	20794	National Association of Conservation Districts	509 Capitol Ct NE	Washington	DC	20002-4937	20002	Federation of Associations	www.nacdnet.org	Non Member - Company Prospect	1	CVN  - Conservation	D - $1 million but less than $5 million	741162773	40
"IndividualMember, Not OrgMember"	340500	56657	Indiana Credit Union League	8440 Allison Pointe Blvd #400	Indianapolis	IN	46250-0425	46250	Trade Association	www.icul.org	Non Member - Company Prospect	1	CRD  - Credit Union/League/Mgmt.	D - $1 million but less than $5 million	350408785	70
"IndividualMember, Not OrgMember"	580700	55883	Oregon Telecommunications Association 	777 13th St SE #120	Salem	OR	97301-4038	97301	Trade Association	www.ota-telecom.org	Non Member - Company Prospect	1	COM  - Communications	B - $100 thousand but less than $500 thousand	930474342	3
"IndividualMember, Not OrgMember"	16969900	62161	Mississippi Municipal League 	600 East Amite St #104	Jackson	MS	39201-1906	39201	Trade Association	www.mmlonline.com	Non Member - Company Prospect	1	GOV  - Government	D - $1 million but less than $5 million	640364239	8
"IndividualMember, Not OrgMember"	36238400	#N/A	Arkansas Timber Producers Association	2311 Biscayne Dr #207	Little Rock	AR	72227-3343	72227	Trade Association		Non Member - Company Prospect	1	FOR  - Forestry/Forest Products	B - $100 thousand but less than $500 thousand	710722734	2
"IndividualMember, Not OrgMember"	100020469	61138	Associated General Contractors - Kansas City Chapter	720 Oak St #100	Kansas City	MO	64106-1608	64106	Trade Association	www.builderassociation.org	Non Member - Company Prospect	1	CNT  - Construction/Contractors	U - Unknown	446014317	1
"IndividualMember, Not OrgMember"	100005613	88991	Keystone Symposia on Molecular and Cellular Biology	"160 U.S. Highway 6, Suite 200"	Silverthorne	CO	80498	80498	Professional Association	www.keystonesymposia.org	Non Member - Company Prospect	2	SCI  - Science and Humanities	F - $10 million but less than $25 million	841326605	30
"IndividualMember, Not OrgMember"	526500	3899	National Sheriffs' Association	1450 Duke St	Alexandria	VA	22314-3403	22314	Combined Trade & Professional Association	www.sheriffs.org	Non Member - Company Prospect	2	LEG  - Legal/Law Enforcement	E - $5 million but less than $10 million	530116293	30
"IndividualMember, Not OrgMember"	18699200	54959	American Urological Association Western Section	1950 Old Tustin Ave	Santa Ana	CA	92705-7812	92705	Professional Association	www.wsaua.org	Non Member - Company Prospect	1	MED  - Medical/Medical Specialty	C - $500 thousand but less than $1 million	956051202	6
"IndividualMember, Not OrgMember"	18337301	52016	Council on Licensure Enforcement and Regulation	108 Wind Haven Drive	Nicholasville	KY	40356	40356	Trade Association	www.clearhq.org	Non Member - Company Prospect	1	PUB  - Public Service	C - $500 thousand but less than $1 million	611267676	8
"IndividualMember, Not OrgMember"	100022056	22458	American College of Gastroenterology	6400 Goldsboro Road	Bethesda	MD	20817	20817	Professional Association		Non Member - Company Prospect	2	MED  - Medical/Medical Specialty	U - Unknown	131883814	23
"IndividualMember, Not OrgMember"	6717700	#N/A	Washington Hebrew Congregation 	3935 Macomb St NW	Washington	DC	20016	20016	Trade Association	www.whctemple.org	Non Member - Company Prospect	1	REL  - Religion	F - $10 million but less than $25 million	530196646	80
"IndividualMember, Not OrgMember"	8302600	50275	Council of Graduate Schools 	One Dupont Cir NW #230	Washington	DC	20036-1173	20036	Combined Trade & Professional Association	www.cgsnet.org	Non Member - Company Prospect	2	EDU  - Education	E - $5 million but less than $10 million	522175852	19
"IndividualMember, Not OrgMember"	1837000	25017	American Association for Cancer Research	615 Chestnut Street #17th Fl	Philadelphia	PA	19106-4404	19106	Philanthropic/Non-Profit/Charitable/Foundation Org	www.aacr.org	Non Member - Company Prospect	9	MED  - Medical/Medical Specialty	G - $25 million but less than $50 million	236251648	184
"IndividualMember, Not OrgMember"	14614500	51523	Society of Broadcast Engineers 	9102 North Meridian St #150	Indianapolis	IN	46260-1896	46260	Combined Trade & Professional Association	www.sbe.org	Non Member - Company Prospect	1	ENG  - Engineering	C - $500 thousand but less than $1 million	237117479	8
"IndividualMember, Not OrgMember"	100014706	#N/A	Madeleine Crouch and Company Inc	14070 Proton Rd #100 LB 9	Dallas	TX	75244	75244	AMC (Association Management Company)	www.madcrouch.com	Non Member - Company Prospect	1	AMC  - Association Management Companies	D - $1 million but less than $5 million		8
"IndividualMember, Not OrgMember"	22829600	17200	International Society for Technology in Education	1530 Wilson Blvd.	Arlington	VA	22209	22209	Combined Trade & Professional Association	www.iste.org	Non Member - Company Prospect	4	EDU  - Education	F - $10 million but less than $25 million	930746782	53
"IndividualMember, Not OrgMember"	10979200	#N/A	Bakersfield Association of Realtors	4800 Stockdale Hwy #100	Bakersfield	CA	93309	93309	Professional Association	www.bakersfieldrealtor.com	Non Member - Company Prospect	1	REA  - Real Estate	D - $1 million but less than $5 million	951450693	10
"IndividualMember, Not OrgMember"	100050609	#N/A	Diabetes Queensland	29 Finchley Street	Brisbane		4012	4012	Professional Association	www.diabetesqld.org.au	Non Member - Company Prospect	1	MED  - Medical/Medical Specialty	U - Unknown		0
"IndividualMember, Not OrgMember"	8279700	16834	Pharmaceutical Care Management Association	325 7th Street NW	Washington	DC	20004	20004	Trade Association	www.pcmanet.org	Non Member - Company Prospect	2	PHR  - Pharmacy/Pharmaceutical	D - $1 million but less than $5 million	383676760	19
"IndividualMember, Not OrgMember"	50303400	55170	Dental Hygienists Association of the State of New York	706 Quaker Ln	Delanson	NY	12053-2839	12053	Professional Association		Non Member - Company Prospect	1	DEN  - Dental	A - Less than $100 thousand	116047414	0
"IndividualMember, Not OrgMember"	1506300	#N/A	The ESOP Association 	"1200 18th Street, NW"	Washington	DC	20036	20036	Combined Trade & Professional Association	www.esopassociation.org	Non Member - Company Prospect	4	EMP  - Employee Services	A - Less than $100 thousand	942478143	15
"IndividualMember, Not OrgMember"	100004367	63854	The American Board of Facial Plastic and Reconstructive Surgery	115-C South St Asaph St	Alexandria	VA	22314	22314	Professional Association	www.abfprs.org	Non Member - Company Prospect	1	MED  - Medical/Medical Specialty	O - No Response	581830364	4
"IndividualMember, Not OrgMember"	48585000	93904	JEDEC Solid State Technology Association	2500 Wilson Blvd	Arlington	VA	22201	22201	Combined Trade & Professional Association	www.jedec.org	Non Member - Company Prospect	1	CPT  - Computers	A - Less than $100 thousand	530130480	8
"IndividualMember, Not OrgMember"	30509900	62476	Texas Society of Anesthesiologists	401 West 15th St #990	Austin	TX	78701-1665	78701	Professional Association	www.tsa.org	Non Member - Company Prospect	1	MED  - Medical/Medical Specialty	C - $500 thousand but less than $1 million	741445957	3
"IndividualMember, Not OrgMember"	100032932	36321	Colorado Farm Bureau	9177 East Mineral Cir	Englewood	CO	80112	80112	Trade Association		Non Member - Company Prospect	1		U - Unknown	840425586	16
"Not Org or Indiv Membr, but Core Market"	45713500	63089	Building Owners and Managers Association of Sacramento	PO Box 520	Clarksburg	CA	95612	95612	Combined Trade & Professional Association	www.bomasacramento.org	Non Member - Company Prospect	0	BOM  - Bldg Owners/Maintenance	B - $100 thousand but less than $500 thousand	680119845	3
"Not Org or Indiv Membr, but Core Market"	2029800	#N/A	Downtown Center Business Improvement District Inc	626 WILSHIRE BLVD STE 200	Los Angeles	CA	90017-2915	90017	Trade Association	www.downtownla.com	Non Member - Company Prospect	0	ECO  - Economic Development	D - $1 million but less than $5 million	954653987	18
"Not Org or Indiv Membr, but Core Market"	7036300	56252	Ohio Hotel and Lodging Association	692 North High St #212	Columbus	OH	43215-1585	43215	Trade Association	www.ohiolodging.com	Non Member - Company Prospect	0	HOS  - Hospitality	B - $100 thousand but less than $500 thousand	314270370	4
"Not Org or Indiv Membr, but Core Market"	100031815	#N/A	Meeting Track Inc	14130 South Copper Creek	Olathe	KS	66062	66062	AMC (Association Management Company)	www.meetingtrack.com	Non Member - Company Prospect	0	AMC  - Association Management Companies	D - $1 million but less than $5 million		6
"Not Org or Indiv Membr, but Core Market"	100062489	53999	Society For Vascular Medicine	1 PARKVIEW PLZ STE 800	OAKBROOK TER	IL	60181-4400	60181	Professional Association	www.vascularmed.org	Non Member - Company Prospect	0	MED  - Medical/Medical Specialty	U - Unknown	341623552	0
"Not Org or Indiv Membr, but Core Market"	749900	7740	United States Golf Association 	1 Liberty Corner Rd	Far Hills	NJ	07931-0708	7931	Professional Association	www.usga.org	Non Member - Company Prospect	0	SPO  - Sports	G - $25 million but less than $50 million	131427105	120
"Not Org or Indiv Membr, but Core Market"	100064967	88280	Institute Of Heating & Air Conditioning Industries Inc	454 W BROADWAY	GLENDALE	CA	91204-1209	91204	Trade Association	www.ihaci.org	Non Member - Company Prospect	0		U - Unknown	956092523	0
"Not Org or Indiv Membr, but Core Market"	35024100	14142	American Association for Geriatric Psychiatry	6728 Old McLean Village Drive	Mc Lean	VA	22101	22101	Professional Association	www.aagponline.org	Non Member - Company Prospect	0	MED  - Medical/Medical Specialty	D - $1 million but less than $5 million	200157021	16
"Not Org or Indiv Membr, but Core Market"	100063608	63838	Academy Of Physicians In Clinical Research	"6816 Southpoint Pwky, Suite 100"	Jacksonville	FL	32216	32216	Philanthropic/Non-Profit/Charitable/Foundation Org	www.apcrnet.org	Non Member - Company Prospect	0	MED  - Medical/Medical Specialty	U - Unknown	562522267	0
"Not Org or Indiv Membr, but Core Market"	6373000	21580	National Academy of Opticianry	8401 Corporate Dr #605	Landover	MD	20785-2289	20785	Professional Association	www.nao.org	Non Member - Company Prospect	0	HEA  - Health Care	B - $100 thousand but less than $500 thousand	382177815	5
"Not Org or Indiv Membr, but Core Market"	689700	54892	State Bar Association of North Dakota	PO Box 2136	Bismarck	ND	58502-2136	58502	Professional Association		Non Member - Company Prospect	0	BAR  - Bar Association	C - $500 thousand but less than $1 million	450222470	7
"Not Org or Indiv Membr, but Core Market"	6851500	71365	Builders Association	9550 West Higgins Rd #380	Des Plaines	IL	60018	60018	Trade Association	www.bldrs.org	Non Member - Company Prospect	0	CNT  - Construction/Contractors	D - $1 million but less than $5 million	360852545	8
"Not Org or Indiv Membr, but Core Market"	100007628	63616	Property Records Industry Association	"110 Horizon Dr., Suite 210"	Raleigh	NC	27615	27615	Combined Trade & Professional Association	www.pria.us	Non Member - Company Prospect	0	REAA - Real Estate Services	B - $100 thousand but less than $500 thousand	481270545	4
"Not Org or Indiv Membr, but Core Market"	9357700	#N/A	Lansing Regional Chamber of Commerce	500 East Michigan Ave #200	Lansing	MI	48901	48901	Combined Trade & Professional Association	www.lansingchamber.org	Non Member - Company Prospect	0	COC  - Chamber of Commerce	D - $1 million but less than $5 million	380745180	13
"Not Org or Indiv Membr, but Core Market"	1324900	51545	Society of Gastroenterology Nurses and Associates Inc	330 N Wabash Ave	Chicago	IL	60611	60611	Professional Association	www.sgna.org	Non Member - Company Prospect	0	NUR  - Nursing	D - $1 million but less than $5 million	912020521	7
"Not Org or Indiv Membr, but Core Market"	6452500	#N/A	Cleveland Area Board of Realtors	8001 Sweet Valley Dr #100	Cleveland	OH	44125	44125	Professional Association	www.cabor.com	Non Member - Company Prospect	0	REA  - Real Estate	D - $1 million but less than $5 million	340152180	17
"Not Org or Indiv Membr, but Core Market"	100062609	#N/A	Association For Individval Development	309 NEW INDIAN TRAIL CT	AURORA	IL	60506-2411	60506	Professional Association		Non Member - Company Prospect	0	DIS  - Disabled	U - Unknown	362472748	456
"Not Org or Indiv Membr, but Core Market"	309500	56809	Home Builders Association of Delaware	1600 North Little Creek Rd	Dover	DE	19901	19901	Trade Association	www.hbade.org	Non Member - Company Prospect	0	CNT  - Construction/Contractors	C - $500 thousand but less than $1 million	510072963	4
"Not Org or Indiv Membr, but Core Market"	38450300	#N/A	Commercial Real Estate Financial Council - New York	28 West 44th Street	New York	NY	10004	10004	Combined Trade & Professional Association	www.crefc.org	Non Member - Company Prospect	0	REA  - Real Estate	E - $5 million but less than $10 million	481150519	10
"Not Org or Indiv Membr, but Core Market"	100062334	#N/A	Scioto Society Inc	PO BOX 73	CHILLICOTHE	OH	45601-0073	45601	Philanthropic/Non-Profit/Charitable/Foundation Org		Non Member - Company Prospect	0		U - Unknown	310791031	89
"Not Org or Indiv Membr, but Core Market"	781700	56169	Wisconsin Builders Association 	"660 John Nolen Drive, Suite 320"	Madison	WI	53713	53713	Trade Association	www.wisbuild.org	Non Member - Company Prospect	0	CNT  - Construction/Contractors	D - $1 million but less than $5 million	391043234	10
"Not Org or Indiv Membr, but Core Market"	12987700	#N/A	Better Business Bureau of Tri-Counties	PO Box 129	Santa Barbara	CA	93102-0129	93102	Trade Association	www.bbb.org/santa-barbara	Non Member - Company Prospect	0	BUS  - Business	A - Less than $100 thousand	951438717	25
"Not Org or Indiv Membr, but Core Market"	9057900	21438	Pet Food Institute 	1020 19th St NW #225	Washington	DC	20036-2422	20036	Trade Association	www.petfoodinstitute.org	Non Member - Company Prospect	0	MAF  - Manufacturers	B - $100 thousand but less than $500 thousand	200055176	3
"Not Org or Indiv Membr, but Core Market"	11109800	#N/A	Northwest Louisiana Association of Realtors	2036 East 70th St	Shreveport	LA	71135-5952	71135	Professional Association	www.sbbr.org	Non Member - Company Prospect	0	REA  - Real Estate	B - $100 thousand but less than $500 thousand	720453576	4
"Not Org or Indiv Membr, but Core Market"	7625400	56827	Vermont Ski Areas Association 	"26 State St., PO Box 368"	Montpelier	VT	5601	5601	Trade Association	www.skivermont.com	Non Member - Company Prospect	0	REC  - Recreation	B - $100 thousand but less than $500 thousand	237083793	7
"Not Org or Indiv Membr, but Core Market"	100062664	#N/A	Minnesota Brain Injury Alliance	2277 HIGHWAY 36 W STE 200	ROSEVILLE	MN	55113-3830	55113	Professional Association		Non Member - Company Prospect	0	MED  - Medical/Medical Specialty	U - Unknown	363418174	62
"Not Org or Indiv Membr, but Core Market"	32380900	51483	Society for Obstetric Anesthesia and Perinatology	"6737 W. Washington St., Ste 4210"	MILWAUKEE	WI	53214	53214	Professional Association	www.soap.org	Non Member - Company Prospect	0	MED  - Medical/Medical Specialty	B - $100 thousand but less than $500 thousand	943079263	9
"Not Org or Indiv Membr, but Core Market"	34077500	58162	Louisiana Independent Oil and Gas Association	PO Box 4069	Baton Rouge	LA	70821-4069	70821	Trade Association	www.loga.la	Non Member - Company Prospect	0	FUE  - Fuel and Energy	A - Less than $100 thousand	721222821	6
"Not Org or Indiv Membr, but Core Market"	8647100	60358	Ohio Association of Community Colleges	"175 South Third Street, Suite 560"	Columbus	OH	43215-7106	43215	Trade Association	www.ohiocc.org	Non Member - Company Prospect	0	EDU  - Education	B - $100 thousand but less than $500 thousand	311391013	7
"Not Org or Indiv Membr, but Core Market"	8082000	54484	American Institute of Floral Designers	720 Light St	Baltimore	MD	21230-3850	21230	Professional Association	www.aifd.org	Non Member - Company Prospect	0	DEC  - Industrial/Interior Design	D - $1 million but less than $5 million	953371649	0
"Not Org or Indiv Membr, but Core Market"	34434600	53740	American Rock Mechanics Association 	600 Woodland Ter	Alexandria	VA	22302-3319	22302	Combined Trade & Professional Association	www.armarocks.org	Non Member - Company Prospect	0	OTH  - Other	A - Less than $100 thousand	541758092	1
"Not Org or Indiv Membr, but Core Market"	255101	#N/A	Florida Realtors Tallahassee Office	200 South Monroe St	Tallahassee	FL	32301-1824	32301	Professional Association	www.floridarealtors.org	Non Member - Company Prospect	0	REA  - Real Estate	E - $5 million but less than $10 million	590245475	38
"Not Org or Indiv Membr, but Core Market"	100064684	3756	Associated Builders & Contractors Inc	8625 SW CASCADE AVE STE 100	BEAVERTON	OR	97008-7180	97008	Trade Association	www.abc.org	Non Member - Company Prospect	0	CNT  - Construction/Contractors	U - Unknown	930617863	0
"Not Org or Indiv Membr, but Core Market"	17644800	28843	American College of Neuropsychopharmacology	5034A Thorougbred Lane	Brentwood	TN	37027	37027	Professional Association	www.acnp.org	Non Member - Company Prospect	0	MED  - Medical/Medical Specialty	C - $500 thousand but less than $1 million	221736045	8
"Not Org or Indiv Membr, but Core Market"	383500	55413	Heartland Community Bankers Association	700 South Kansas Ave #512	Topeka	KS	66603-3884	66603	Trade Association	www.hcbankers.com	Non Member - Company Prospect	0	BNK  - Bankers/Banking	B - $100 thousand but less than $500 thousand	480287530	5
"Not Org or Indiv Membr, but Core Market"	100063572	#N/A	Westchester Academy Inc	2045 N OLD GREENSBORO RD	HIGH POINT	NC	27265-7250	27265	Professional Association	www.westchestercds.org	Non Member - Company Prospect	0	EDU  - Education	U - Unknown	560891598	0
"Not Org or Indiv Membr, but Core Market"	6644200	56380	Maine Motor Transport Association	142 Whitten Rd	Augusta	ME	04332-0857	4332	Trade Association		Non Member - Company Prospect	0	TRA  - Transportation	D - $1 million but less than $5 million	10361328	4
"Not Org or Indiv Membr, but Core Market"	100063404	22552	Consumer Mortgage Coalition	600 CAMERON STREET 2ND FLOOR	ALEXANDRIA	VA	22314-2506	22314	Trade Association	www.consumermortgagecoalition.org	Non Member - Company Prospect	0	FIN  - Finance	U - Unknown	521985066	0
"Not Org or Indiv Membr, but Core Market"	100021228	62152	California Tow Truck Association	3050 Beacon Blvd. #100	West Sacramento	CA	95691	95691	Professional Association	www.ctta.com	Non Member - Company Prospect	0	MOT  - Motor Vehicles	D - $1 million but less than $5 million	237455552	12
"Not Org or Indiv Membr, but Core Market"	8251900	15903	Association for Dressings and Sauces 	1100 Johnson Ferry Rd. #300	Atlanta	GA	30342-1507	30342	Trade Association	www.dressings-sauces.org	Non Member - Company Prospect	0		A - Less than $100 thousand	510245131	8
"Not Org or Indiv Membr, but Core Market"	100062797	#N/A	Michigan Workers Compensation Placement Facility	PO BOX 3337	LIVONIA	MI	48151-3337	48151	Professional Association	www.caom.com	Non Member - Company Prospect	0		U - Unknown	382435776	3
"Not Org or Indiv Membr, but Core Market"	100062377	9983	National Association Of State And Local Equity Funds	1970 BROADWAY STE 250	OAKLAND	CA	94612-2214	94612	Philanthropic/Non-Profit/Charitable/Foundation Org	www.naslef.org	Non Member - Company Prospect	0	FIN  - Finance	U - Unknown	311416668	0
"Not Org or Indiv Membr, but Core Market"	100063220	53153	Foil & Specialty Effects Association	2150 SW WESTPORT DR STE 101	TOPEKA	KS	66614-1918	66614	Professional Association	www.fsea.com	Non Member - Company Prospect	0		U - Unknown	481105399	3
"Not Org or Indiv Membr, but Core Market"	34902900	#N/A	Visiting Nurses Association of Kent County	51 Health Ln	Warwick	RI	02886-2781	2886	Professional Association	www.nvacarenewengland.org	Non Member - Company Prospect	0	NUR  - Nursing	A - Less than $100 thousand	50242659	239
"Not Org or Indiv Membr, but Core Market"	9299300	56332	South Carolina Chiropractors Association 	1300 12TH ST	CAYCE	SC	29033-3204	29033	Professional Association	www.scchiropractic.org	Non Member - Company Prospect	0	MED  - Medical/Medical Specialty	A - Less than $100 thousand	570702889	0
"Not Org or Indiv Membr, but Core Market"	100063646	#N/A	Oligonucleotide Therapeutics Society Inc	4377 NEWPORT AVE	SAN DIEGO	CA	92107-2919	92107	Philanthropic/Non-Profit/Charitable/Foundation Org	www.liogotherapeutics.org	Non Member - Company Prospect	0	EDU  - Education	U - Unknown	571162250	0
"Not Org or Indiv Membr, but Core Market"	10930700	49642	American Hockey League 	425 Union St #D3	West Springfield	MA	01089-3485	1089	Trade Association		Non Member - Company Prospect	0		A - Less than $100 thousand	111704511	17
"Not Org or Indiv Membr, but Core Market"	100045308	58207	Ohio Association of County Boards	73 E Wilson Bridge Rd Suite B1	Worthington	OH	43085	43085	Trade Association		Non Member - Company Prospect	0		U - Unknown	311392869	16
"Not Org or Indiv Membr, but Core Market"	34894600	#N/A	Visiting Nurses Association of Boston	500 Rutherford Ave. Ste 200	Charlestown	MA	02129-1647	2129	Professional Association	www.vnacare.org	Non Member - Company Prospect	0	NUR  - Nursing	A - Less than $100 thousand	42105800	315
"Not Org or Indiv Membr, but Core Market"	44647200	17565	American Registry of Pathology 	606 Stephen Sitter Ave.	Silver Spring	MD	20910	20910	Combined Trade & Professional Association	www.afip.org/ARP	Non Member - Company Prospect	0	MED  - Medical/Medical Specialty	D - $1 million but less than $5 million	521073470	335
"Not Org or Indiv Membr, but Core Market"	100051446	#N/A	American Institute of Architects - San Diego Chapter	"233 A St, Suite 200"	San Diego	CA	92101	92101	Professional Association		Non Member - Company Prospect	0	ARC  - Architecture	B - $100 thousand but less than $500 thousand	952006006	3
"Not Org or Indiv Membr, but Core Market"	100009004	49796	American Society of Brewing Chemists	3340 Pilot Knob Road	Saint Paul	MN	55121	55121	Professional Association	www.asbcnet.org	Non Member - Company Prospect	0	CHE  - Chemical/Chemical Engineering	B - $100 thousand but less than $500 thousand	237433067	10
"Not Org or Indiv Membr, but Core Market"	10370400	55648	Nevada Bankers Association 	"1001 E Sunset Blvd, Suite 96513"	Las Vegas	NV	89193	89193	Professional Association	www.nvbankers.org	Non Member - Company Prospect	0	FIN  - Finance	B - $100 thousand but less than $500 thousand	880038255	2
"Not Org or Indiv Membr, but Core Market"	100046810	60938	Virginia Pharmacists Association	2530 Professional Rd	Richmond	VA	23235	23235	Professional Association		Non Member - Company Prospect	0	PHR  - Pharmacy/Pharmaceutical	U - Unknown	540420448	2
"Not Org or Indiv Membr, but Core Market"	28065100	59743	Minnesota Chiefs of Police Association	803 Old Hwy 8 NW	New Brighton	MN	55112	55112	Combined Trade & Professional Association	www.mnchiefs.org	Non Member - Company Prospect	0	LEG  - Legal/Law Enforcement	C - $500 thousand but less than $1 million	411312128	2
"Not Org or Indiv Membr, but Core Market"	44525700	85178	California Association for Coordinated Transportation	"1010 Hurley Way, Suite 140"	Sacramento	CA	95825	95825	Trade Association	www.calact.org	Non Member - Company Prospect	0	TRA  - Transportation	B - $100 thousand but less than $500 thousand	943114963	3
"Not Org or Indiv Membr, but Core Market"	11751400	#N/A	Eureka Springs Chamber of Commerce	516 Village Circle	Eureka Springs	AR	72632	72632	Combined Trade & Professional Association	www.eurekaspringschamber.com	Non Member - Company Prospect	0	COC  - Chamber of Commerce	C - $500 thousand but less than $1 million	710053233	21
"Not Org or Indiv Membr, but Core Market"	100063139	#N/A	Heterogeneous System Architecture Foundation	3855 SW 153RD DR	BEAVERTON	OR	97003-5105	97003	Professional Association	www.hsafoundation.com	Non Member - Company Prospect	0		U - Unknown	455561492	2
"Not Org or Indiv Membr, but Core Market"	15601900	62284	Pacific Lumber Inspection Bureau 	909 South 336th St #203	Federal Way	WA	98003-7394	98003	Trade Association	www.plib.org	Non Member - Company Prospect	0	FOR  - Forestry/Forest Products	C - $500 thousand but less than $1 million	910352790	8
"Not Org or Indiv Membr, but Core Market"	100049662	#N/A	National Association of Publicly Traded Partnerships	4350 North Fairfax Drive	Arlington	VA	22203	22203	Trade Association		Non Member - Company Prospect	0		D - $1 million but less than $5 million	521527852	0
"Not Org or Indiv Membr, but Core Market"	100053910	100038	International Association Management	7794 Grow Drive	Pensacola	FL	32514	32514	AMC (Association Management Company)	www.internationalamc.com	Non Member - Company Prospect	0	AMC  - Association Management Companies	U - Unknown		0
"Not Org or Indiv Membr, but Core Market"	34267000	#N/A	GMS Group 	6107 B Memorial Hwy	Tampa	FL	33615	33615	AMC (Association Management Company)		Non Member - Company Prospect	0	AMC  - Association Management Companies	U - Unknown		0
"Not Org or Indiv Membr, but Core Market"	8150300	4201	Juvenile Products Manufacturers Association	1120 Route 73	Mount Laurel	NJ	8054	8054	Trade Association	www.jpma.org	Non Member - Company Prospect	0	MAF  - Manufacturers	D - $1 million but less than $5 million	116043356	7
"Not Org or Indiv Membr, but Core Market"	13125100	57251	North Carolina Society of Surveyors	331 S. White St.												
"PO Box 2101"""	WAKE FOREST	NC	27588	27588	Professional Association	www.ncsurveyors.com	Non Member - Company Prospect	0	OTH  - Other	A - Less than $100 thousand	581435331	3				
"Not Org or Indiv Membr, but Core Market"	100038780	59065	Illinois Organization of Nurse Leaders	"225 W. Wacker Dr., Suite 650"	Chicago	IL	60606	60606	Professional Association	www.ionl.org	Non Member - Company Prospect	0	NUR  - Nursing	B - $100 thousand but less than $500 thousand	363593616	11
"Not Org or Indiv Membr, but Core Market"	43033800	44178	TCORS Capitol Group LLC	330 Main St 3rd Fl	Hartford	CT	06106-1860	6106	AMC (Association Management Company)	www.tcors.com	Non Member - Company Prospect	0	AMC  - Association Management Companies	C - $500 thousand but less than $1 million		6
"Not Org or Indiv Membr, but Core Market"	11342400	57363	Association of California Life and Health Insurance Companies	1201 K St #1820	Sacramento	CA	95814	95814	Trade Association	www.aclhic.com	Non Member - Company Prospect	0	INS  - Insurance Industry	A - Less than $100 thousand	946122439	7
"Not Org or Indiv Membr, but Core Market"	1965900	#N/A	California New Car Dealers Association	1415 L St #700	Sacramento	CA	95814	95814	Trade Association	www.cmcda.com	Non Member - Company Prospect	0	AUT  - Automobile/Automotive	E - $5 million but less than $10 million	950950210	26
"Not Org or Indiv Membr, but Core Market"	12195400	60733	Arizona Education Association 	345 E Palm Ln	Phoenix	AZ	85004-1532	85004	Professional Association	www.arizonaea.org	Non Member - Company Prospect	0	EDU  - Education	E - $5 million but less than $10 million	860002685	56
"Not Org or Indiv Membr, but Core Market"	100063174	80661	Dona International	35 E WACKER DR STE 850	CHICAGO	IL	60601-2101	60601	Philanthropic/Non-Profit/Charitable/Foundation Org	www.dona.org	Non Member - Company Prospect	0		U - Unknown	462856040	3
"Not Org or Indiv Membr, but Core Market"	335700	55328	Independent Insurance Agents of Louisiana	9818 Bluebonnet Blvd	Baton Rouge	LA	70810-6442	70810	Trade Association	www.iial.com	Non Member - Company Prospect	0	INS  - Insurance Industry	D - $1 million but less than $5 million	720373619	8
"Not Org or Indiv Membr, but Core Market"	10309100	51140	National Marine Distributors Association 	"37 Pratt St, Ste 2"	ESSEX	CT	06426-1159	6426	Trade Association	www.nmdaonline.com	Non Member - Company Prospect	0	DST  - Distributors/Wholesalers	B - $100 thousand but less than $500 thousand	236416043	2
"Not Org or Indiv Membr, but Core Market"	26413600	11430	Greater Oklahoma City Chamber of Commerce	123 Park Ave	Oklahoma City	OK	73102-9031	73102	Combined Trade & Professional Association	www.okchamber.com	Non Member - Company Prospect	0	COC  - Chamber of Commerce	F - $10 million but less than $25 million	730381180	66
